Manufacturer or brand,Caliber,Model,Serial number,Type,subType,Name of distibutor,Address,Purchase Country,City,Purchase State,Purchase date,Mex Recovery date,Mex Recovery area,US Recovery date,US recovery city,Reference case,Case Number,Case state,Jurisdiction,Indictment date,File date,Notes,PRIO Type,PRIO Type Code,Purchase date assumed,Mex Recovery date assumed,US Recovery date assumed,dblcnt_cenapi
Barrett,0.5,82A1,AA009853,Sniper Rifle,,Jim's Guns,8937 N PALM BROOK DRIVE,US,TUCSON,AZ,4/16/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Sniper rifles,235,4/16/20,1/8/21,,0
Barrett,0.5,82A1,AA009626,Sniper Rifle,,Jim's Guns,8938 N PALM BROOK DRIVE,US,TUCSON,AZ,5/8/2020,9/22/2020,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Sniper rifles,235,5/8/20,9/22/20,,1
Palmetto State Armory,7.62x39mm,PSAK47,AKB022310,Rifle,,Jim's Guns,8939 N PALM BROOK DRIVE,US,TUCSON,AZ,5/28/2020,12/12/2020,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,5/28/20,12/12/20,,0
Century Arms,7.62x39mm,VSKA,SV7008715,Rifle,,Jim's Guns,8940 N PALM BROOK DRIVE,US,TUCSON,AZ,6/16/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,6/16/20,1/8/21,,0
Palmetto State Armory,multi,PA15,SCD072688,Rifle,lower receiver,Jim's Guns,8941 N PALM BROOK DRIVE,US,TUCSON,AZ,6/26/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,6/26/20,1/8/21,,0
Berreta,9mm,92X,92X0020937,Pistol,,Jim's Guns,8942 N PALM BROOK DRIVE,US,TUCSON,AZ,6/26/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Pistols & Revolvers,210,6/26/20,1/8/21,,0
Berreta,9mm,92X,92X0020158,Pistol,,Jim's Guns,8943 N PALM BROOK DRIVE,US,TUCSON,AZ,7/18/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Pistols & Revolvers,210,7/18/20,1/8/21,,0
Barrett,0.5,82A1,AA010211,Sniper Rifle,,Jim's Guns,8944 N PALM BROOK DRIVE,US,TUCSON,AZ,7/17/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Sniper rifles,235,7/17/19,1/8/21,,0
Berreta,9mm,92X,92X0026457,Pistol,,Jim's Guns,8945 N PALM BROOK DRIVE,US,TUCSON,AZ,7/17/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Pistols & Revolvers,210,7/17/19,1/8/21,,0
Palmetto State Armory,7.62x39mm,PSAK47,AK009870,Rifle,,Jim's Guns,8946 N PALM BROOK DRIVE,US,TUCSON,AZ,4/10/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,4/10/20,1/8/21,,0
Barrett,0.5,82A1,AA010156,Sniper Rifle,,Jim's Guns,8947 N PALM BROOK DRIVE,US,TUCSON,AZ,6/3/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Sniper rifles,235,6/3/20,1/8/21,,0
Riley Defense,7.62x39mm,RAK47,B13450,Rifle,,Jim's Guns,8948 N PALM BROOK DRIVE,US,TUCSON,AZ,4/1/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,4/1/19,1/8/21,,0
Palmetto State Armory,7.62x39mm,PSAK47,AKB023065,Rifle,,Jim's Guns,8949 N PALM BROOK DRIVE,US,TUCSON,AZ,4/10/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,4/10/19,1/8/21,,0
Palmetto State Armory,7.62x39mm,PSAK47,AK007387,Rifle,,Jim's Guns,8950 N PALM BROOK DRIVE,US,TUCSON,AZ,3/24/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,3/24/20,1/8/21,,0
Barrett,0.5,82A1,AA009888,Sniper Rifle,,James 410,9222 EAST INDIO PLACE,US,TUCSON,AZ,4/16/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Sniper rifles,235,4/16/20,1/8/21,,0
Sig Sauer,9mm,P320,58C097788,Pistol,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,4/18/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Pistols & Revolvers,210,4/18/20,1/8/21,,0
Del Ton Inc,5.56mm,DT15,DTI-S207611,Rifle,,City Wide Supply,,US,,AZ,12/28/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,12/28/19,1/8/21,,0
Barrett,0.5,82A1,AA005254,Sniper Rifle,,James 410,9222 EAST INDIO PLACE,US,TUCSON,AZ,1/4/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Sniper rifles,235,1/4/20,1/8/21,,0
Riley Defense,7.62x39mm,RAK47,B08418,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,2/15/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,2/15/20,1/8/21,,0
FA Cugir M&M Inc,7.62x39mm,M10-762,MA-28870-19RO,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,2/15/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,2/15/20,1/8/21,,0
Century Arms,7.62x39mm,M70AB2,AB2-C108602,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,2/15/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,2/15/20,9/22/20,,0
Century Arms,7.62x39mm,VSKA,SV7019626,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,5/6/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,5/6/20,1/8/21,,0
Anderson Manufacturing,5.56mm,AM15,15221478,Rifle,,USA Pawn & Jewelry,,US,,AZ,10/9/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,10/9/19,1/8/21,,0
Century Arms,7.62x39mm,VSKA,SV7008878,Rifle,,Diamondback Shooting Sports,7030 E BROADWAY BLVD,US,TUCSON,AZ,10/10/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,10/10/19,1/8/21,,0
Romarm/Cugir,7.62x39mm,RH10,MA-28375-19,Rifle,,Liberty Pawn,1552 S 4TH AVE,US,TUCSON,AZ,10/11/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,10/11/19,1/8/21,,0
Century Arms,7.62x39mm,VSKA,SV7007950,Rifle,,Liberty Pawn,1552 S 4TH AVE,US,TUCSON,AZ,10/11/2019,3/24/2022,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,10/11/19,3/24/22,,0
Romarm/Cugir,7.62x39mm,RH10,MA-28375-19,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,10/22/2019,6/26/2020,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,10/22/19,6/26/20,,0
Smith & Wesson,5.56mm,M&P 15,SV17153,Rifle,,USA Pawn & Jewelry,,US,,AZ,10/28/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,10/28/19,12/28/20,,0
Del Ton Inc,5.56mm,DT15,DTI-S145892,Rifle,,USA Pawn & Jewelry,,US,,AZ,10/28/2019,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,10/28/19,12/28/20,,0
Radom/Pioneer Arms,7.62x39mm,Sporter,PAC1129350,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,1/24/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,1/24/20,12/28/20,,0
Radom/Pioneer Arms,7.62x39mm,Sporter,PAC1129533,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,1/24/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,1/24/20,12/28/20,,0
Romarm/Pioneer Arms,7.62x39mm,WASR10,A1-75869-20,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,5/6/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,5/6/20,12/28/20,,0
Century Arms,7.62x39mm,RAS47,RAS47P004184,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,5/14/2020,5/11/2021,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,5/14/20,5/11/21,,0
FA Cugir M&M Inc,7.62x39mm,M10-762,MA-29314-19RO,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,6/4/2020,,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,"Date of recovery: average of ID#s 64, 65, 83, 88, 89, 95, 97",Rifles/Shotguns - Military,230,6/4/20,12/28/20,,0
Smith & Wesson,5.56mm,M&P 15,TJ60087,Rifle,,Liberty Pawn,1552 S 4TH AVE,US,TUCSON,AZ,10/11/2019,6/21/2020,,,,United States of America v. Victor Coronado et al.,4:22-cr-02082-RM-EJM,Arizona,DISTRICT OF ARIZONA,9/21/2022,9/21/2022,,Rifles/Shotguns - Military,230,10/11/19,6/21/20,,1
M+M LLC,7.62x39mm,M10-762,MA-28815-19RO,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,11/20/2019,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,11/20/19,,,0
Century Arms,7.62x39mm,VSKA,SV7013625,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,11/20/2019,4/30/2020,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Recovery date from trace file join,Rifles/Shotguns - Military,230,11/20/19,,,1
Century Arms,7.62x39mm,RH10,MA-28515-19,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,12/30/2019,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,12/30/19,,,0
Century Arms,7.62x39mm,RH10,MA-28639-19,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,12/30/2019,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,12/30/19,,,0
Century Arms,7.62x39mm,VSKA,SV7014329,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,12/30/2019,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,12/30/19,,,0
Century Arms,7.62x39mm,VSKA,SV7013264,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,1/7/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,1/7/20,,,0
Pioneer Arms Corp,7.62x39mm,Sporter,PAC1126559,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,1/7/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,1/7/20,,,0
Pioneer Arms Corp,7.62x39mm,Sporter,PAC1126825,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,1/7/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,1/7/20,,,0
Century Arms,7.62x39mm,VSKA,SV7004938,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,2/4/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,2/4/20,,,0
Pioneer Arms Corp,7.62x39mm,Hellpup,PAC1130256,Rifle,,MLS Arms,15610 N 35TH AVE STE 6,US,PHOENIX,AZ,2/4/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,2/4/20,,,0
Pioneer Arms Corp,7.62x39mm,Hellpup,PAC1130275,Rifle,,MLS Arms,15610 N 35TH AVE STE 6,US,PHOENIX,AZ,2/4/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,2/4/20,,,0
Century Arms,7.62x39mm,VSKA,SV7017644,Rifle,,Tombstone Tactical LLC,10011 N METRO PKWY E,US,PHOENIX,AZ,2/4/2020,4/16/2020,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Recovery date from trace file join,Rifles/Shotguns - Military,230,2/4/20,,,1
Pioneer Arms Corp,7.62x39mm,AK-47 Polish,PAC1132131,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,3/28/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,3/28/20,,,0
Romarm/Pioneer Arms,7.62x39mm,WASR10,A1-73948-20,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,3/28/2020,4/2/2020,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Recovery date from trace file join,Rifles/Shotguns - Military,230,3/28/20,,,1
Zastava,7.62x39mm,Z-PAP,Z70-065217,Rifle,,Ammo A-Z/Zeus Arms,2005 W DEER VALLEY RD #103,US,PHOENIX,AZ,3/28/2020,4/2/2020,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Recovery date from trace file join,Rifles/Shotguns - Military,230,3/28/20,,,1
Romarm/Cugir,7.62x39mm,WASR10,A1-74221-20,Rifle,,Merchant Firearms LLC,4647 E CHANDLER BLVD STE 3-4,US,PHOENIX,AZ,3/28/2020,4/2/2020,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Recovery date from trace file join,Rifles/Shotguns - Military,230,3/28/20,,,1
Pioneer Arms Corp,7.62x39mm,Hellpup,PAC1134369,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,5/6/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,5/6/20,,,0
Pioneer Arms Corp,7.62x39mm,Sporter AK47,PAC1133676,Rifle,,The Hub,1400/1410 S ALVERNON WAY,US,TUCSON,AZ,5/6/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,5/6/20,,,0
Romarm/Cugir DRACO,7.62x39mm,HG1916-N,DR-0065-10,Pistol,,Private sale,,US,,AZ,6/17/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Pistols & Revolvers,210,6/17/20,,,0
Century Arms International,7.62x39mm,C39V2,C39V2A59697,Rifle,,SNG Tactical,3441 S PALO VERDE STE 117-125,US,TUCSON,AZ,6/18/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,6/18/20,,,0
Century Arms,7.62x39mm,VSKA,SV7002905,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,6/19/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,6/19/20,,,0
Century Arms International,7.62x39mm,C39V2,C39V2A54958,Rifle,,Second Amendment Sports,5146 E PIMA ST,US,TUCSON,AZ,6/19/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,6/19/20,,,0
DC Industries,7.62x39mm,NDS-3,3007676,Rifle,,Private sale,,US,,AZ,6/23/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,,Rifles/Shotguns - Military,230,6/23/20,,,0
Century Arms International,7.62x39mm,C39V2,C39V2A10685,Rifle,,Private sale,,US,,AZ,6/27/2020,,,,,United States of America v. Luis Eduardo Terminel Jr et al,4:21-cr-00880-JAS-LCK,Arizona,DISTRICT OF ARIZONA,5/7/2021,5/7/2021,Court case references Armslist.com in connection with the purchase,Rifles/Shotguns - Military,230,6/27/20,,,0
HighPoint,9,C9,P1517510,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,11/29/2010,,,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,"Drugs and grenades recovered, as well as 3 AR-15 type rifles in .223 calbre w/o SN",Pistols & Revolvers,210,11/29/2010,,,0
HighPoint,9,C9,P1517511,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,11/29/2010,,,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Pistols & Revolvers,210,11/29/2010,,,0
Norinco,7.62x39,SKS,1700997,Rifle,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,5/3/2011,"Los campos, Benito Juárez, Jalisco",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Rifles/Shotguns - Military,230,3/21/2011,5/3/2011,,0
Steyr,.50 BMG,HS50,HS1001589,Rifle,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,5/3/2011,"Los campos, Benito Juárez, Jalisco",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Rifles/Shotguns - Military,230,3/21/2011,5/3/2011,,0
Barrett,.50 BMG,99,5768,Rifle,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,5/3/2011,"Los campos, Benito Juárez, Jalisco",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Rifles/Shotguns - Military,230,3/21/2011,5/3/2011,,0
Colt,5.56,M16,8029726,Machine gun,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,5/3/2011,"Los campos, Benito Juárez, Jalisco",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,"Machine Guns - Sub, Light & General Purpose",240,3/21/2011,5/3/2011,,0
Mossberg,12,500A,R5057789,Shotgun,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,5/3/2011,"Los campos, Benito Juárez, Jalisco",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Rifles/Shotguns - Military,230,3/21/2011,5/3/2011,,0
Sabre Defense,223,SR-15,SDI0212,Rifle,,Larry's Pistol & Pawn,2405 N Memorial Pkwy,US,Huntsville,AL,3/21/2011,6/1/2011,unidentified,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Rifles/Shotguns - Military,230,3/21/2011,6/1/2011,,0
HighPoint,,CF380,P1517568,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,3/29/2011,7/5/2011,"Bucerías, Nayarit",,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,Pistols & Revolvers,210,3/29/2011,7/5/2011,,0
HighPoint,,,,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,3/29/2011,,,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,,,,,,0
HighPoint,,,,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,3/29/2011,,,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,,,,,,0
HighPoint,,,,Pistol,,Mid City Pawn,1029 6th Ave SE,US,Decatur,AL,3/29/2011,,,,,United States v. Gary Lee Madison,5:12-cr-00067-SLB-TMP,Alabama,Northern District of Alabama,2/29/2012,2/3/2012,,,,,,,0
